"Restaurant.name","offense_date","citstzip","staddress","comments","ins_date","X","seq_01","citation"
"One Mill St","3/9/2013","Lawrence Ma","1 Mill St","","27-Mar-14",NA,NA,""
"Sharky's Cantina","3/9/2013","Edgartown, MA 02539","266 Upper Main Street","","18-Jul-13",NA,NA,""
"T.J. Obriens","3/9/2013","Sturbridge, MA 01566","407 Main St.","","24-Apr-13",NA,NA,""
"The Lasting Room","3/9/2013","Haverhill, MA 01830","122 Washington St","","05-Apr-13",NA,NA,""
"Bogies Restaurant and Pub","3/10/2013","Great Barrington, MA 01230","935 S. Main Street","","12-Nov-13",NA,1,"R1855176"
"Cafe Destare","3/10/2013","Fitchburg Ma 01420","320 Main St.","","23-Oct-13",NA,1,"R2372523"
"Copper Kettle","3/10/2013","Lowell, MA 01852","245 Central Street","","11-Sep-13",NA,NA,""
"Fusion","3/10/2013","Foxboro, Ma 02035","105 Washington St.","","23-May-13",NA,NA,""
"Guanachapi's Bar & Grill","3/10/2013","Waltham, MA 02452","154 River St.","","26-Jun-13",NA,NA,""
"Showcase Cinema","3/10/2013","Foxboro, MA 02035","Patriot Place
 Route One","","17-Dec-13",NA,NA,""
"Singapore Restaurant","3/10/2013","Fitchburg, MA 01420","Twin City Mall","","11-Oct-13",NA,NA,""
"Tradesman","3/10/2013","MIlford, MA 01757","Rt 140","","14-Jun-13",NA,NA,""
"Turtle Pond Tavern","3/10/2013","Palmer, Ma 01069","349 Wilbraham St.","","18-Oct-13",NA,NA,""
"Victoria Station","3/10/2013","Salem, MA 01970","Pickering Wharf Bldg.L","","17-Apr-13",NA,NA,""
"Waxy O'Connor's Irish Pub","3/10/2013","Foxboro, MA 02035","121 Main Street","","25-Feb-14",NA,NA,""
"Iron Horse","3/11/2013","Fitchburg, MA 01420","19 Airport Road","","06-Jun-13",NA,NA,""
"J.T. SHAWMUT INC. OVER EASY","3/12/2013","Lynn MA 01904","55 Boston St","","01-May-13",NA,NA,""
"PACKARD'S","3/12/2013","NORTHAMPTON, MA 01060","14 MASONIC ST","","02-Oct-13",NA,NA,""
"The Paradise","3/12/2013","Cambridge, MA 02139","180 Massachusetts Ave","","12-Apr-13",NA,NA,""
"West Indian Social Club","3/12/2013","Harford, CT 06120","3340 Main Street","","18-Jul-13",NA,NA,""
"99 Restaurant","3/13/2013","BILLERICA, MA 01821","BOSTON RD.","","29-May-13",NA,1,"R0810694"
"Gia's","3/13/2013","Uxbridge, MA 01569","Quaker Highway","","21-May-13",NA,NA,""
"Oliver's","3/13/2013","Fall River, MA 02720","320 Airport Rd","","23-Jul-13",NA,NA,""
"Rumors","3/13/2013","Boston, MA 02116","100 Warrenton St","","09-Jul-13",NA,NA,""
"Amy Place","3/14/2013","Easthampton, MA 01027","Cottage Street","","31-Jul-13",NA,1,"R1049036"
"Beachcomber","3/14/2013","Quincy, MA 02170","797 Quincy Shore Drive","","11-Feb-16",NA,1,"R1868836"
"Cottage Park Yacht Club","3/14/2013","Winthrop, Ma.","Cottage Park Rd","","09-Aug-13",NA,NA,""
"Diva's Night Club","3/14/2013","Northampton, MA 01060","492 Pleasant Street","","07-May-13",NA,NA,""
"Knights of Columbus","3/14/2013","Chicopee, MA 01020","Granby Road","","09-May-13",NA,NA,""
"Wachusett Mountain Ski Area","3/14/2013","Westminster, MA 01473","499 Mile Hill Road","","03-Feb-14",NA,NA,""
"Benchwarmers","3/15/2013","Swansea, MA 02777","317 Ocean Grove Ave.","","28-Aug-13",NA,1,"M9296745"
"Christopher's","3/15/2013","Cambridge, MA 02140","1920 Mass Ave","","03-Oct-13",NA,1,"R1888018"
"Fitzie's Pub","3/15/2013","Plainville, MA 02762","1 Man Mar Drive","","01-Apr-13",NA,NA,""
"J O Y A S I A","3/15/2013","M A R L B O R O U G H M A S S 01752","M A I N S T R E E T","","10-Jun-14",NA,NA,""
"Raven's Nest","3/15/2013","Walpole, MA 02081","998 Main Street","","27-Jun-13",NA,NA,""
"The Crown","3/15/2013","Lowell, MA 01852","74 Middlesex St","","10-Sep-13",NA,NA,""
"THE SKELLIG","3/15/2013","WALTHAM, MA 02451","240 MOODY STREET","","09-Aug-13",NA,NA,""
"WADHURST RESTAURANT","3/15/2013","PEABODY, MA 01960","31 LYNNFIELD STREET","","10-Oct-13",NA,NA,""
"Acopulco Mexican Rest Inc","3/16/2013","Chelsea, Ma. 02150","238 Fifth Street","","20-May-14",NA,1,"M7145833"
"Atlantic Beer Garden","3/16/2013","South Boston, Ma. 02127","Atlantic Avenue","","29-Apr-13",NA,1,"R1255842"
"Breen's","3/16/2013","Worcester, MA 01608","18 Cambridge Street","","01-Aug-13",NA,1,"R1104384"
"Cathay Center","3/16/2013","Weymouth","Bridge Street","","17-Apr-13",NA,1,"R0945561"
"Herman A. Spear Post 331, American Legion","3/16/2013","Beverly, MA 01915","3 Judson St","","01-Apr-13",NA,NA,""
"Spotlight Tavern","3/16/2013","Beverly, MA 01915","208 Rantoul St","","06-Sep-13",NA,NA,""
"The Sky Box","3/16/2013","Tewksbury, MA 01876","553 Main Street #9","","15-May-13",NA,NA,""
"Twenty Railroad Street","3/16/2013","Great Barrington, MA 01230","20 Railroad Street","","11-Apr-13",NA,NA,""
"Waxy O'Connors","3/16/2013","Woburn, MA 01801","1 Mack Rd","","07-Jul-14",NA,NA,""
"Club Cafe","3/17/2013","Boston, MA 02116","209 Columbus Ave","","19-May-14",NA,NA,""
"HIBERNIAN BLDG. CORP. OF LYNN, INC.","3/17/2013","Lynn MA 01901","97-105 Federal St. & Marion","","08-Apr-13",NA,NA,""
"House of Blues","3/17/2013","Boston Ma, 02215","15 Lansdowne Street","","17-Jul-14",NA,NA,""
"Prince Hall","3/17/2013","Roxbury, MA","24 Washington st.","","18-Jun-13",NA,NA,""
"Sahara Cafe & Restaurant","3/17/2013","Worcester, MA 01609","143 Highland Street","","10-May-13",NA,NA,""
"Skellig","3/17/2013","Waltham Ma 02452","240 Moody St","","12-Sep-13",NA,NA,""
"Slattery's","3/17/2013","Fitchburg, MA 01420","Lunenburg Street","","01-Apr-13",NA,NA,""
"Tahana","3/17/2013","Mansfield, Ma 02048","North Main Street","","08-May-13",NA,NA,""
"The Grog","3/17/2013","Newburyport, MA 01950","13 Middle","","17-May-13",NA,NA,""
"The Snug","3/17/2013","Hingham, MA 02043","114 North Street","","02-Apr-13",NA,NA,""
"Upper Deck Sports Bar & Grille","3/17/2013","Barre, MA 01005","377 Stetson Rd.","","02-Apr-13",NA,NA,""
"Whisky Priest","3/17/2013","Boston Ma 02210","150 Northern Ave","","01-May-13",NA,NA,""
"T.N. INC. TONY'S PUB","3/18/2013","Lynn MA 01901","196-98 Franklin St.","","19-Apr-13",NA,NA,""
"West St Grill","3/18/2013","Newton Ma","xxxx","","10-Apr-13",NA,NA,""
"Brickhouse Center Sports Grill","3/19/2013","Chelmsford, MA","1 Center Square","","13-May-13",NA,1,"R0484184"
"Anthem","3/20/2013","Boston,MA 02109","101 South Market St
 Fanueil Hall","","18-Apr-13",NA,1,"R1258853"
"unknown","3/20/2013","unknown","unknown","","17-Oct-14",NA,NA,""
"BOGARTS","3/21/2013","WEST BRIDGEWATER, MA","BEDFORD STREET","","02-Apr-13",NA,1,"R2145538"
"Chuck's Steak House","3/21/2013","Auburn MA 01501","10 Prospect St","","20-Jun-14",NA,1,"R1023519"
"FREIGHT YARD PUB","3/21/2013","NORTH ADAMS, MA 01247","HERITAGE STATE PARK","","11-Dec-13",NA,NA,""
"Great American Pub","3/21/2013","Raynham, MA 02767","1736 Broadway","","24-May-13",NA,NA,""
"Keepers Restaurant","3/21/2013","West Boylston, MA 01583","171 W Boylston Street","","10-May-13",NA,NA,""
"NONE","3/21/2013","NONE","NONE","","26-Apr-13",NA,NA,""
"Savino's","3/21/2013","Belmont, MA 02478","449 Common St.","","24-Apr-13",NA,NA,""
"Angry Ham's Garage","3/22/2013","Framingham, MA 01702","Beacon Street","","08-Aug-13",NA,1,"R1608911"
"Bogies Restaurant & Pub","3/22/2013","Great Barrington, MA 01230","935 South Main Street","","26-Feb-14",NA,1,"R1743403"
"Slattery's","3/22/2013","Fitchburg Ma 01420","106 Lunenburg Street","","27-Sep-13",NA,NA,""
"Woburn Country Club","3/22/2013","Woburn, MA 01801","5 Country Club Road","","22-Apr-13",NA,NA,""
"Cassey's","3/23/2013","Attleboro, MA 02703","220 O'Neil Blvd","","15-Aug-13",NA,1,"M9854232"
"Charlie's Kitchen","3/23/2013","Cambridge, MA 02138","10 Eliot Street","","27-Mar-14",NA,1,""
"China Delight","3/23/2013","Somerville, Ma.","","","23-Apr-13",NA,1,"R2547643"
"Fuji","3/23/2013","Quincy, MA 02169","1546 Hancock Street","","02-Apr-13",NA,NA,""
"Jimmy's Pub","3/23/2013","Mansfield, Ma 02048","141 North Main Street","","23-Apr-13",NA,NA,""
"KUZKO,INC. CAFE EL MOLINO","3/23/2013","LYNN MA 01901","937-939 WESTERN AVE","","26-Nov-13",NA,NA,""
"Matt Reily's Pub","3/23/2013","Lanesboro, MA 01237","Rt 7","","07-May-13",NA,NA,""
"Moose Lodge","3/23/2013","Merrimac, MA 01860","Broad Street","","05-Apr-13",NA,NA,""
"The Tradesman","3/23/2013","Milford, MA 01757","Route 140","","04-Apr-13",NA,NA,""
"Wilbur Theatre","3/23/2013","Boston, MA","Tremont St","","09-Apr-13",NA,NA,""
"Wonder Bar","3/23/2013","ALLSTON MA","186 HARVARD AVE","","09-Apr-13",NA,NA,""
"Bogies","3/24/2013","Great Barrington, MA 01230","935 S. Main Street","","13-May-13",NA,1,"M8650368"
"Dineros Restaurant","3/24/2013","Cohasset, MA 02025","235 Hull Street","","08-Oct-13",NA,NA,""
"Dragon Garden","3/24/2013","North Attleboro, Ma 02760","35 North Washington Street","","23-Apr-13",NA,NA,""
"Duke's Pub and Grill","3/24/2013","Tyngsboro, MA 01879","147 Frost Rd.","","31-Mar-14",NA,NA,""
"Murphy's Pub","3/24/2013","Salem, Ma 01970","300 Derby St.","","18-Apr-14",NA,NA,""
"THE TAP","3/24/2013","Haverhill, MA 01830","100 Washington Street","","19-Nov-13",NA,NA,""
"The Westin Copley Place Boston","3/24/2013","Boston, MA 02116","10 Huntington Ave","","23-Apr-13",NA,NA,""
"Uncle Larry's Tavern","3/24/2013","Becket, MA 01223","71 Chester Road","","08-Apr-13",NA,NA,""
"Hong Kong","3/25/2013","Boston, MA","","","26-Jun-13",NA,NA,""
"Mai Tai","3/25/2013","Worcester, MA 01608","69-71 Green Street","","01-Apr-13",NA,NA,""
"Partner's Pub","3/25/2013","Fitchburg Ma 01420","970 South Street","","04-Feb-14",NA,NA,""
"Catcher's MItt","3/26/2013","Lowell Ma 01852","726 Gorham St","","29-Jan-15",NA,1,""
"Polish American Veteran's Club","3/26/2013","Lowell, MA","201 Coburn St","","22-May-13",NA,NA,""
"Barber's Crossing","3/27/2013","Sterling, MA 01564","175 Leominster Road","","06-May-13",NA,1,"R1571955"
"Bellex, Inc. dba Joe Sent Me","3/27/2013","Waltham, MA 02453","847-49 Main Street","","03-May-13",NA,1,"R1161241"
"Mission Oak Grill","3/27/2013","Newburyport, MA 01950","Green Street","","23-Jul-14",NA,NA,""
"Powderhouse Pub","3/27/2013","Somerville, Ma.","","","18-Jun-13",NA,NA,""
"VFW","3/27/2013","Tewksbury, MA 01876","St. Mary's Rd","","18-Feb-14",NA,NA,""
"Bishop's Lounge","3/28/2013","Northampton, MA 01060","Strong Street","","02-Apr-13",NA,1,"R1673373"
"Boston Garden","3/28/2013","Boston Ma, 02114","100 Legends Way","","13-Jun-13",NA,1,"R2059230"
"Chatham Squire and Restaurant","3/28/2013","Chatham, MA 02633","487 Main Street","","11-Dec-13",NA,1,"R2402535"
"LISTONS BAR AND GRILL","3/28/2013","WORTHINGTON, MA 01098","324 OLD NORTH ROAD","","17-Jul-13",NA,NA,""
"Majestic Dragon","3/28/2013","Ipswich, MA 01938","Route 1","","19-Apr-13",NA,NA,""
"Casey's Billiards","3/29/2013","Pittsfield, MA 01201","Dalton Ave","","30-Oct-13",NA,1,""
"My Brother's Place","3/29/2013","Chicopee Falls, MA 01020","185 Grove Street","","07-May-13",NA,NA,""
"Winner's Circle","3/29/2013","Salsibury, MA 01952","211 Elm Street","","17-Dec-13",NA,NA,""
"Captains Lounge","3/30/2013","Leominster MA 01453","1536 Main Street","","06-Feb-14",NA,1,"M9330453"
"Forty's","3/30/2013","Leominster, MA 01453","1030 Central Street","","02-Apr-13",NA,NA,""
"Hong Kong Cafe","3/30/2013","Fitchburg, MA 01420","Main Street","","08-Apr-13",NA,NA,""
"HOUSE OF BLUES","3/30/2013","BOSTON, MA 02115","15 LANDSDOWN ST","","19-Jun-13",NA,NA,""
"McGuires Place","3/30/2013","Worcester, MA 01603","5 Saugus Place","","02-May-14",NA,NA,""
"Village Smoke House","3/30/2013","Lowell, Ma 01852","98 Middle Street","","06-Aug-14",NA,NA,""
"YE OLDE WATERING HOLE","3/30/2013","NORTHAMPTON, MA 01060","287 PLEASANT ST","","24-May-13",NA,NA,""
"Cancun Restaurant","3/31/2013","Kingston, MA 02364","Main Street","","13-Jun-13",NA,1,"R1590490"
"Chaibo's","3/31/2013","Fitchburg, MA 01402","Boulder Drive","","16-May-13",NA,1,"R1625853"
"Daley's Pub","3/31/2013","Methuen, MA 01844","165 Merrimack Street","","03-Sep-13",NA,NA,""
"Lincoln Tavern","3/31/2013","South Boston, Ma. 02127","West Broadway","","08-Jul-13",NA,NA,""
"Northampton Bowling Alley","3/31/2013","Northampton, MA 01060","Rte 5","","01-Apr-13",NA,NA,""
"Phoenix Landing","3/31/2013","Cambridge Ma","xxxx","","09-May-14",NA,NA,""
"Pinz","3/31/2013","Milford, MA 01757","110 S Main Street","","23-Apr-13",NA,NA,""
"Stadium Sports Bar & Grill","3/31/2013","Waltham, MA 02453","342-44 Moody St","","01-May-14",NA,NA,""
"MORRIS TAVERN","4/1/2013","Natick, MA 01760","85 E Central Street","","06-May-13",NA,NA,""
"Partners Pub","4/1/2013","Fitchburg, MA 01420","970 South Street","","09-May-13",NA,NA,""
"West Roxbury Pub & Restaurant","4/1/2013","West Roxbury, MA 02132","1885 Centre Street","","16-Oct-13",NA,NA,""
"Rome Restaurant","4/2/2013","Franklin, Ma 02038","4 East Central Street","","11-Apr-13",NA,NA,""
"Adriatic Club","4/3/2013","Malden, MA 02148","166 Eastern Avenue","","16-Jun-14",NA,1,"R1087628"
"The Office","4/3/2013","Florence, MA 01062","320 Riverside Drive","","13-May-13",NA,NA,""
"Gaslight Cafe","4/4/2013","Dudley, MA 01571","Schofield Ave.","","01-Jul-13",NA,NA,""
"NONE","4/4/2013","NONE","NONE","","17-Dec-13",NA,NA,""
"Old Forge Restaurant","4/4/2013","Lanesboro, MA 01237","125 N. Main Street","","25-Apr-13",NA,NA,""
"DJ'S WINGS","4/5/2013","Falmouth, MA 02540","874 Main Street","","11-Jun-13",NA,NA,""
"Jail House Tavern","4/5/2013","Orleans, MA 02653","28 West Road","","08-Apr-13",NA,NA,""
"Legal Sea Foods","4/5/2013","Dedham Ma 02026","736 Legacy Place","","17-Apr-13",NA,NA,""
"Max's Tavern","4/5/2013","Springfield, MA 01108","Columbus Ave.","","26-Apr-13",NA,NA,""
"Sinclair","4/5/2013","Cambridge, MA 02138","52 Church St.","","08-Aug-13",NA,NA,""
"The Nook","4/5/2013","Northampton, MA 01060","Market Street","","08-May-13",NA,NA,""
"THE STILL","4/5/2013","AGAWAM, MA","UNKNOWN","","13-May-13",NA,NA,""
"AK Diamonds","4/6/2013","Nantucket, MA 02554","16 Macys Lane","","23-Jul-13",NA,1,"R0477219"
"Boston Billards","4/6/2013","Nashua N H","xxxx","","08-Apr-13",NA,1,"R0230205"
"Cask N Flagon","4/6/2013","Boston, MA 02110","62 Brookline Ave","","08-Apr-13",NA,1,"R2223166"
"East End Club","4/6/2013","Lowell, MA","15 West 4th St","","28-May-13",NA,NA,""
"Hookslide Kelly's","4/6/2013","Lowell, Ma 01852","19 Merrimack Street","","07-Mar-14",NA,NA,""
"Hurrican Betty's","4/6/2013","Worcester, MA 01608","350 Southbridge St.","","15-Jan-14",NA,NA,""
"Jasmine","4/6/2013","Auburn, MA 01501","711 Southbridge Street","","19-Jun-13",NA,NA,""
"Lavender Asian Cuisine & Bar","4/6/2013","Sudbury, MA 01776","519 Boston Post Rd","","06-May-13",NA,NA,""
"Legal Sea Foods","4/6/2013","Dedham, MA 02026","736 Legacy Place","","29-Jul-13",NA,NA,""
"TGI Fridays","4/6/2013","Methuen, MA 01844","90 Pleasant Valley St","","03-Jun-13",NA,NA,""
"The Tradesmen","4/6/2013","Milford, MA 01757","284 West Street","","23-May-13",NA,NA,""
"Cobblestone's","4/7/2013","Lowell, MA 01852","91 Dutton St.","","16-May-13",NA,NA,""
"Cornell's Pub","4/7/2013","Hopkinton, MA 01748","229 Hayden Rowe Street","","22-Apr-13",NA,NA,""
"Crystal Hard Hat Salon","4/7/2013","North Adams, MA 01247","59 Union Street","","07-May-13",NA,NA,""
"El Guapos","4/7/2013","Orleans, MA 02653","Route 6A","","09-May-13",NA,NA,""
"Pasquale's Restaurant","4/7/2013","East Longmeadow, MA 01028","642 N Main St","","12-Apr-13",NA,NA,""
"Rhumb Line","4/7/2013","Gloucester, MA 01930","40 Railroad Avenue","","12-Apr-13",NA,NA,""
"Savanna Palace","4/7/2013","Lowell, Ma 01852","25 Market Street","","04-Jun-14",NA,NA,""
"The Lampost","4/7/2013","Oak Bluffs, MA 02557","6 Circuit Ave","","06-Dec-13",NA,NA,""
"Bishop's Lounge","4/8/2013","Northampton, MA 01060","Strong Avenue","","08-Apr-13",NA,1,"R2293587"
"Does not recall","4/8/2013",NA,NA,"","17-Mar-14",NA,NA,""
"FENWAY PARK","4/8/2013","BOSTON, MA","UNKNOWN","","18-Apr-13",NA,NA,""
"KC's","4/8/2013","Orange, MA 01364","South Main St.","","29-Oct-13",NA,NA,""
"HAWAII GARDEN","4/9/2013","HALIFAX, MA 02338","300 PLYMOUTH STREET","","21-Oct-14",NA,NA,""
"Toasted Owl","4/9/2013","Northampton, MA 01060","Main Street","","13-May-13",NA,NA,""
"Chit Chat Lounge","4/10/2013","Haverhill, Ma 01831","103 Washington Street","","14-May-13",NA,1,"R2314274"
"THE OLD SPOT","4/10/2013","Salem, MA 01970","121 Essex St","","29-Apr-13",NA,NA,""
"McLadden's Pub","4/11/2013","Northampton, MA 01060","Pleasant Street","","08-May-13",NA,NA,""
"Canton Junction","4/12/2013","Canton, MA 02021","Neponset Street","","19-Jun-13",NA,1,"R0927157"
"Centerville Social Club","4/12/2013","Lowell,MA","Lakeview Ave","","20-Aug-13",NA,1,"R1689989"
"Charlie Horse","4/12/2013","Bridgewater, MA","Unknown","","24-May-13",NA,1,"R1967175"
"MARDI GRAS","4/12/2013","SPRINGFIELD MA 01103","87 TAYLOR STREET","","25-Nov-14",NA,NA,""
"Matty's","4/12/2013","Danvers, Ma 01923","194 Endicott Street","","26-Apr-13",NA,NA,""
"Medway Lotus","4/12/2013","Medway, Ma 02054","Route 109","","29-Aug-13",NA,NA,""
"The Student Prince","4/12/2013","Springfield, MA 01103","8 Fort Street","","28-Jan-14",NA,NA,""
"","4/12/2013","","","","06-Apr-16",NA,NA,""
"Atlantic","4/13/2013","Edgartown, MA 02539","2 Main Street","","20-May-13",NA,1,"R0412271"
"Chinatown","4/13/2013","Boston, MA","Boston","","16-Apr-13",NA,1,"R1611854"
"Hong Kong Cafe","4/13/2013","Fitchburg, MA 01420","310 Main Street","","08-May-13",NA,NA,""
"House of Benefica","4/13/2013","Cambridge, MA","Elm Street","","18-Apr-13",NA,NA,""
"Last Shot","4/13/2013","Stoughton MA 02072","559 Washington St","","07-May-13",NA,NA,""
"Maple Street Tavern","4/13/2013","Danvers, Ma 01923","Maple Street","","10-May-13",NA,NA,""
"Middle East Restaurant and Nightclubq","4/13/2013","Cambridge, MA","472 Massachusetts Ave.","","11-Jun-13",NA,NA,""
"Miranda's PPub","4/13/2013","Leominster, MA 01453","Lancaster St.","","19-Jun-13",NA,NA,""
"Pepe's","4/13/2013","Pittsfield MA 01201","Waconah St","","24-Oct-13",NA,NA,""
"The Phoenix Landing","4/13/2013","Cambride, MA 02139","512 Mass Ave","","24-May-13",NA,NA,""
"Upton Rod & Gun Club","4/13/2013","Upton, MA 01568","88 Fiske Mill Road","","21-Jun-13",NA,NA,""
"WYNDHAM ANDOVER","4/13/2013","ANDOVER, MA 01810","123 OLD RIVER RD","","19-Aug-13",NA,NA,""
"Banner","4/14/2013","Worcester, Ma 01604","112 Green St.","","18-Sep-13",NA,1,"R0874885"
"Carlin's","4/14/2013","Ayer, MA 01432","7 Depot Square","","25-Jun-13",NA,1,"R2112919"
"Fifty's Lounge","4/14/2013","Bellingham, MA 02019","168 Mendon St","","07-Jun-13",NA,NA,""
"La Cucina Sul Mare","4/14/2013","Falmouth, MA 02540","231 Main St","","05-Aug-14",NA,NA,""
"Mandarin Resturant","4/14/2013","Amesbury, MA 01913","RT 110","","16-Apr-13",NA,NA,""
"Maximum Capacity","4/14/2013","Chicopee MA","School St","","14-Feb-14",NA,NA,""
"Packard's","4/14/2013","Northampton, MA 01060","Masonic Street","","16-Apr-13",NA,NA,""
"Tequila Rain Boston","4/14/2013","Boston, MA 02215","3 Landsdowne St.","","19-Dec-13",NA,NA,""
"The Lampost","4/14/2013","Oak Bluffs, MA 02557","6 Circuit Ave","","03-Sep-13",NA,NA,""
"The Winners Circle","4/14/2013","Salisbury, MA 01952","211 Elm St","","16-Jul-13",NA,NA,""
"Yee Dynasty","4/14/2013","Manchester, NH 03103","830 South Willow Street","","18-Apr-13",NA,NA,""
"LAKEVILLE COUNTRY CLUB","4/15/2013","LAKEVILLE, MA","UNKNOWN","","26-Aug-13",NA,NA,""
"The Landing","4/15/2013","Manchester, MA 01944","Seven Central St","","23-Apr-13",NA,NA,""
"Devlia House","4/16/2013","Roxbury, MA","","","13-Aug-14",NA,NA,""
"Magic Latern","4/16/2013","Palmer, MA 01069","399 Wilbraham Street","","02-Jul-13",NA,NA,""
"Captin John's","4/17/2013","Lowell, Ma 01851","333 Westford Street","","20-May-13",NA,1,"R2151661"
"Maui","4/17/2013","Brockton, MA 02301","1875 Main Street","","11-Jun-13",NA,NA,""
"Smokey Bones Barbecue and Grill","4/17/2013","Tyngsboro, MA 01879","431 Middlesex Rd.","","07-Oct-13",NA,NA,""
"Uno's","4/17/2013","Dedham, MA","Rte. 1","","06-Jun-13",NA,NA,""
"Double Dragon","4/18/2013","Orleans, MA 02653","Route 6A","","19-Apr-13",NA,NA,""
"Nocera's Restaurant","4/18/2013","Stoughton, MA 02072","1165 Park Street","","31-Jul-13",NA,NA,""
"Rumors","4/18/2013","Boston, ma","","","24-May-13",NA,NA,""
"Hurricane Betty's","4/19/2013","Worcester, MA 01609","unknown","","06-Nov-15",NA,NA,""
"Naga Lounge","4/19/2013","Cambridge, MA 02139","450 Massachusetts Ave","","24-Jul-13",NA,NA,""
"Toasted Owl","4/19/2013","Northampton, MA 01060","Main Street","","10-May-13",NA,NA,""
"Bertucci's","4/20/2013","Cambridge, Ma.","5 Cambridge Park Drive","","14-Jun-13",NA,1,"M7293332"
"Carousel Lounge","4/20/2013","Salisbury Ma.01952","27 Ocean Front S","","01-Oct-13",NA,1,"R2303318"
"Centerfolds","4/20/2013","Boston, MA 02116","12 Lagrange St","","06-Oct-14",NA,1,"R1591858"
"Mama Mia's","4/20/2013","Plymouth, MA 02360","Water Street","","26-Apr-13",NA,NA,""
"Maple Leaf Inn","4/20/2013","Westfield MA 01085","Arnold St","","26-Apr-13",NA,NA,""
"Port Tavern","4/20/2013","Newburyport, MA 01950","84 State Street","","30-Apr-13",NA,NA,""
"Still Hearts Cafe","4/20/2013","North Brookfield, Ma 01535","47 Forest St.","","15-Aug-13",NA,NA,""
"The Turtle Tavern","4/20/2013","Milford, MA 01757","72 Main Street","","17-Jun-13",NA,NA,""
"Villa Napoletana","4/20/2013","E. Longmeadow, MA 01028","666 North Main St.","","11-Jun-13",NA,NA,""
"Beagle Club","4/21/2013","Westhampton, MA 01027","96 Main Road","","23-May-14",NA,1,"R0535751"
"Cherry Blossom","4/21/2013","Ashland, MA 01721","80 Union Street","","22-Apr-13",NA,1,"R1591266"
"China Plaza","4/21/2013","Rockland, MA","Rockland, MA","","01-May-13",NA,1,"R0806802"
"EL CORRAL","4/21/2013","Chelsea, MA 02150","408 Broadway","","21-Nov-13",NA,NA,""
"Jose Murphy's","4/21/2013","Worcester, MA 01604","97 Water Street","","11-Jun-13",NA,NA,""
"O'Neil's","4/21/2013","Salem, MA 01970","Washington St","","10-Jul-13",NA,NA,""
"Rattlesnake Bar","4/21/2013","Boston, Ma.","384 Boylston Street","","04-Jun-13",NA,NA,""
